date,hour,pressure,sea_pressure,wind_direction,wind_speed,temperature,rel_humidity,precipitation
2016-07-04,7,999.4,1004.2,202.333333333,1.6,34.7333333333,55.6666666667,0
2016-07-04,8,999.455555556,1004.26666667,236.444444444,1.4888888889,34.1888888889,58,0
2016-07-04,9,998.8,1003.6,287,1.4,34.8,55,0
2016-07-04,10,999.566666667,1004.4,304.666666667,1.2666666667,33.1,62.6666666667,0
2016-07-04,11,1000.07777778,1004.92222222,299.555555556,1.2111111111,31.7555555556,67.8888888889,0
2016-07-04,12,1001.1,1006,340,1,29.7,78,0
2016-07-04,13,1001.1,1005.96666667,289.333333333,1.1,29.0666666667,78.3333333333,0
2016-07-04,14,1001.06666667,1005.91111111,255.555555556,1.2666666667,28.6333333333,78.6666666667,0
2016-07-04,15,1001.1,1005.9,188,1.3,27.8,79,0
2016-07-04,16,1001,1005.8,188,1.6,27.7666666667,79.3333333333,0
2016-07-04,17,1001.15555556,1005.95555556,196.111111111,1.5888888889,27.6111111111,80.3333333333,0
2016-07-04,18,1000.8,1005.6,188,2.2,27.7,80,0
2016-07-04,19,1001.46666667,1006.26666667,212.333333333,1.5666666667,27.3,82.3333333333,0
2016-07-04,20,1002.03333333,1006.83333333,222.333333333,1.3333333333,27.3,82.8888888889,0
2016-07-04,21,1002.8,1007.6,261,0.3,26.5,87,0
2016-07-04,22,1003.16666667,1007.96666667,242.333333333,0.8666666667,27.3,84,0
2016-07-04,23,1003.5,1008.3,220.666666667,1.1555555556,28.3111111111,80.2222222222,0
2016-07-05,0,1003.9,1008.7,205,2,28.9,78,0
2016-07-05,1,1004.16666667,1008.96666667,177.333333333,1.7333333333,30.3333333333,72.6666666667,0
2016-07-05,2,1004.23333333,1009.03333333,166.666666667,1.7777777778,31.4666666667,68.1111111111,0
2016-07-05,3,1004.7,1009.5,122,1.2,33.2,62,0
2016-07-05,4,1004.36666667,1009.16666667,145.333333333,1.8666666667,33.7333333333,59,0
2016-07-05,5,1004.22222222,1009.03333333,176.666666667,2.5444444444,33.4111111111,59.3333333333,0
2016-07-05,6,1003.7,1008.5,192,3.2,34.8,53,0
2016-07-05,7,1003.93333333,1008.76666667,239.333333333,3.9,32.7666666667,60,0
2016-07-05,8,1004.34444444,1009.2,265.666666667,3.8555555556,31.0777777778,66.5555555556,0.0777777778
2016-07-05,9,1004.4,1009.3,334,5.3,28.7,74,0
2016-07-05,10,1005.16666667,1010.06666667,318.333333333,3.7666666667,27.7,79.6666666667,0.2333333333
2016-07-05,11,1005.68888889,1010.58888889,300.888888889,2.8888888889,26.9555555556,83.6666666667,0.3888888889
2016-07-05,12,1006.7,1011.6,287,0.7,25.7,91,0.7
2016-07-05,13,1006.73333333,1011.63333333,266,1.1333333333,25.4666666667,91.6666666667,0.7
2016-07-05,14,1006.72222222,1011.61111111,249.888888889,1.3111111111,25.2777777778,92.4444444444,0.6222222222
2016-07-05,15,1006.8,1011.7,224,2,25,93,0.7
2016-07-05,16,1006.7,1011.56666667,217.666666667,1.6666666667,24.9,94,0.4666666667
2016-07-05,17,1006.66666667,1011.52222222,216.111111111,1.4666666667,24.8222222222,94.6666666667,0.3111111111
2016-07-05,18,1006.5,1011.3,205,1,24.7,96,0
2016-07-05,19,1006.6,1011.43333333,213,1.0666666667,24.6666666667,96,0
2016-07-05,20,1006.74444444,1011.6,213.777777778,1.1333333333,24.8,95.3333333333,0
2016-07-05,21,1006.8,1011.7,229,1.2,24.6,96,0
2016-07-05,22,1007.03333333,1011.93333333,215.333333333,1.2666666667,25.0666666667,94,0
2016-07-05,23,1007.18888889,1012.08888889,205.666666667,1.4111111111,26.0444444444,89.6666666667,0
2016-07-06,0,1007.5,1012.4,188,1.4,26,90,0
2016-07-06,1,1007.5,1012.4,186.333333333,1.7,28,81,0
2016-07-06,2,1007.37777778,1012.26666667,175.777777778,1.8888888889,29.6333333333,74,0
2016-07-06,3,1007.5,1012.4,183,2.3,32,63,0
2016-07-06,4,1007.13333333,1012,154.666666667,2.2666666667,32.9,60,0
2016-07-06,5,1006.71111111,1011.55555556,135.333333333,2.2222222222,33.4444444444,58,0
2016-07-06,6,1006.4,1011.2,98,2.2,34.7,54,0
2016-07-06,7,1005.86666667,1010.66666667,96.6666666667,2.1333333333,34.5333333333,54,0
2016-07-06,8,1005.64444444,1010.45555556,124,2.1555555556,34.0111111111,56.4444444444,0
2016-07-06,9,1004.8,1009.6,94,2,34.2,54,0
2016-07-06,10,1005.2,1010.03333333,178.666666667,2.2,32.9666666667,61.3333333333,0
2016-07-06,11,1005.51111111,1010.35555556,232.666666667,2.2555555556,31.9111111111,67.1111111111,0
2016-07-06,12,1006,1010.9,348,2.6,30.5,76,0
2016-07-06,13,1006.13333333,1011,340.666666667,2.3666666667,29.8,78.6666666667,0
2016-07-06,14,1006.12222222,1010.96666667,333.111111111,2.3111111111,29.2111111111,81.3333333333,0
2016-07-06,15,1006.4,1011.2,326,1.9,28.4,84,0
2016-07-06,16,1006.1,1010.9,318,2.2,28.0333333333,86.6666666667,0
2016-07-06,17,1005.93333333,1010.73333333,313.666666667,2.2555555556,27.7444444444,88.5555555556,0
2016-07-06,18,1005.5,1010.3,302,2.8,27.3,92,0
2016-07-06,19,1005.6,1010.4,305,2.3666666667,27.1666666667,92.3333333333,0
2016-07-06,20,1005.66666667,1010.46666667,290.222222222,2.1222222222,27.4666666667,90.2222222222,0
2016-07-06,21,1005.8,1010.6,311,1.5,26.9,93,0
2016-07-06,22,1005.8,1010.6,260.666666667,1.6333333333,28.0666666667,86,0
2016-07-06,23,1005.81111111,1010.61111111,240,1.6333333333,29.0222222222,80.3333333333,0
2016-07-07,0,1005.8,1010.6,160,1.9,30.4,72,0
2016-07-07,1,1005.83333333,1010.63333333,198.666666667,1.6333333333,30.9333333333,69,0
2016-07-07,2,1005.61111111,1010.41111111,231.111111111,1.6333333333,31.3333333333,67.6666666667,0
2016-07-07,3,1005.9,1010.7,276,1.1,32,63,0
2016-07-07,4,1005.16666667,1009.96666667,296,1.6333333333,32.1333333333,65,0
2016-07-07,5,1004.54444444,1009.34444444,280.444444444,2.2555555556,32.1222222222,66.2222222222,0
2016-07-07,6,1003.7,1008.5,336,2.7,32.4,69,0
2016-07-07,7,1003.3,1008.1,249.333333333,3.5,32.1,68.6666666667,0
2016-07-07,8,1003.13333333,1007.93333333,195.111111111,3.6222222222,31.5333333333,68.7777777778,0
2016-07-07,9,1002.5,1007.3,76,5.1,31.5,68,0
2016-07-07,10,1002.8,1007.6,86.6666666667,3.8666666667,30.4,69,0
2016-07-07,11,1002.94444444,1007.74444444,87,3.1222222222,29.6444444444,71.1111111111,0
2016-07-07,12,1003.4,1008.2,108,1.4,28.2,71,0
2016-07-07,13,1003.23333333,1008.03333333,87.6666666667,1.6333333333,28.1333333333,75.3333333333,0
2016-07-07,14,1003.06666667,1007.86666667,75.8888888889,1.7888888889,27.9888888889,78.7777777778,0
2016-07-07,15,1002.9,1007.7,47,2.1,28,84,0
2016-07-07,16,1002.73333333,1007.53333333,52.3333333333,2.1,27.7,85.6666666667,0
2016-07-07,17,1002.58888889,1007.38888889,51.5555555556,2.0666666667,27.4666666667,86.8888888889,0
2016-07-07,18,1002.4,1007.2,63,2.1,27.1,89,0
2016-07-07,19,1002.3,1007.1,50,2,27,89.3333333333,0
2016-07-07,20,1002.31111111,1007.12222222,45.5555555556,2.1,27.0333333333,88.7777777778,0
2016-07-07,21,1002.1,1006.9,24,1.8,26.8,90,0
2016-07-07,22,1002.33333333,1007.16666667,36.6666666667,2.3,27.1,87.6666666667,0
2016-07-07,23,1002.36666667,1007.21111111,49.3333333333,2.6333333333,27.7222222222,84.1111111111,0
2016-07-08,0,1002.8,1007.7,62,3.3,27.7,83,0
2016-07-08,1,1002.43333333,1007.3,74.6666666667,3.3,28.9666666667,77,0
2016-07-08,2,1002.05555556,1006.9,82.5555555556,3.4444444444,29.6,73.8888888889,0
2016-07-08,3,1001.7,1006.5,100,3.3,31.5,65,0
2016-07-08,4,1001.3,1006.1,98.3333333333,3.7333333333,30.8666666667,67.6666666667,0
2016-07-08,5,1000.87777778,1005.67777778,95.5555555556,3.8777777778,30.6555555556,68.4444444444,0
2016-07-08,6,1000.5,1005.3,95,4.6,29.6,73,0
2016-07-08,7,1000.03333333,1004.83333333,90,4.1666666667,30.2333333333,70,0
2016-07-08,8,999.866666667,1004.66666667,84,3.8333333333,30.3,69.6666666667,0
2016-07-08,9,999.1,1003.9,80,3.3,31.5,64,0
2016-07-08,10,999.533333333,1004.33333333,72,3.1666666667,30.4333333333,69,0
2016-07-08,11,999.822222222,1004.62222222,67.3333333333,3.1555555556,29.6111111111,72.8888888889,0
2016-07-08,12,1000.4,1005.2,56,2.9,28.3,79,0
2016-07-08,13,1000.4,1005.2,58,3.1333333333,27.9666666667,80.6666666667,0
2016-07-08,14,1000.27777778,1005.07777778,60.2222222222,3.1,27.7333333333,82,0
2016-07-08,15,1000.4,1005.2,62,3.6,27.3,84,0
2016-07-08,16,1000.03333333,1004.83333333,64.6666666667,3.0333333333,27.2666666667,84.6666666667,0
2016-07-08,17,999.833333333,1004.63333333,66.7777777778,2.6444444444,27.2111111111,85.4444444444,0
2016-07-08,18,999.3,1004.1,70,1.9,27.2,86,0
2016-07-08,19,999.433333333,1004.23333333,71,1.8666666667,27.1,87,0
2016-07-08,20,999.555555556,1004.35555556,72,1.8444444444,27.0666666667,87.6666666667,0
2016-07-08,21,999.7,1004.5,73,1.8,26.9,89,0
2016-07-08,22,999.8,1004.6,74,1.8,27,89,0
2016-07-08,23,999.8,1004.6,74.8888888889,2.0111111111,27.3111111111,87.7777777778,0
2016-07-09,0,1000,1004.8,76,1.8,27.2,89,0
2016-07-09,1,999.8,1004.6,76.6666666667,2.4333333333,27.9333333333,85.3333333333,0
2016-07-09,2,999.522222222,1004.32222222,77.8888888889,2.9333333333,28.5,82.4444444444,0
2016-07-09,3,999.4,1004.2,78,3.7,29.4,78,0
2016-07-09,4,998.966666667,1003.76666667,80.3333333333,3.9333333333,29.6333333333,76.6666666667,0
2016-07-09,5,998.655555556,1003.46666667,80.3333333333,3.9,29.4555555556,77.7777777778,0.8111111111
2016-07-09,6,998.1,1002.9,85,4.4,30.1,74,0
2016-07-09,7,998.033333333,1002.86666667,80.3333333333,3.8333333333,29.1,80,2.4333333333
2016-07-09,8,998.022222222,1002.87777778,76.3333333333,3.4,28.3888888889,84.1111111111,3.2666666667
2016-07-09,9,997.9,1002.8,71,2.7,27.1,92,7.3
2016-07-09,10,998,1002.9,68.3333333333,2.5333333333,26.9666666667,92.3333333333,4.9333333333
2016-07-09,11,998.1,1002.98888889,69.4444444444,2.5111111111,26.9111111111,92.4444444444,3.3333333333
2016-07-09,12,998.2,1003.1,63,2.2,26.7,93,0.2
2016-07-09,13,998.3,1003.16666667,71.6666666667,2.4666666667,26.8,92.6666666667,0.1333333333
2016-07-09,14,998.211111111,1003.05555556,76,2.6222222222,26.8444444444,92.3333333333,0.0888888889
2016-07-09,15,998.5,1003.3,89,3,27,92,0
2016-07-09,16,998.033333333,1002.83333333,84.6666666667,2.9333333333,26.9333333333,91.6666666667,0
2016-07-09,17,997.733333333,1002.53333333,84,2.8555555556,26.8888888889,91.4444444444,0
2016-07-09,18,997.1,1001.9,76,2.8,26.8,91,0
2016-07-09,19,997.133333333,1001.93333333,82.6666666667,2.7,26.8,91,0
2016-07-09,20,997.144444444,1001.94444444,79.7777777778,2.5666666667,26.9444444444,90.5555555556,0
2016-07-09,21,997.2,1002,96,2.5,26.8,91,0
2016-07-09,22,997.166666667,1001.96666667,74,2.3,27.2333333333,89.6666666667,0
2016-07-09,23,997.1,1001.9,67.3333333333,2.1666666667,27.8333333333,87.5555555556,0
2016-07-10,0,997.1,1001.9,30,1.9,28.1,87,0
2016-07-10,1,996.966666667,1001.76666667,54,1.9,29.0333333333,83.3333333333,0
2016-07-10,2,996.677777778,1001.47777778,68.1111111111,1.9888888889,29.5111111111,81.6666666667,0
2016-07-10,3,996.7,1001.5,102,1.9,30.9,76,0
2016-07-10,4,996.1,1000.9,96.3333333333,2.1666666667,30.4666666667,78.3333333333,0
2016-07-10,5,995.666666667,1000.46666667,89.5555555556,2.3666666667,30.0777777778,79.6666666667,0
2016-07-10,6,994.9,999.7,85,2.7,29.6,83,0
2016-07-10,7,994.8,999.6,76,2.7666666667,29.3,82.3333333333,0
2016-07-10,8,994.888888889,999.688888889,67.4444444444,2.6888888889,29.0111111111,82.5555555556,0
2016-07-10,9,994.6,999.4,58,2.9,28.7,81,0
2016-07-10,10,995.066666667,999.866666667,50.3333333333,2.5333333333,28.4333333333,83,0
2016-07-10,11,995.422222222,1000.22222222,46.3333333333,2.2666666667,28.2,84.8888888889,0.0111111111
2016-07-10,12,996,1000.8,35,1.8,27.9,87,0
2016-07-10,13,996.133333333,1000.93333333,38.3333333333,1.7333333333,27.7333333333,88.6666666667,0.0333333333
2016-07-10,14,996.122222222,1000.92222222,43.6666666667,1.5888888889,27.5777777778,90.1111111111,0.0555555556
2016-07-10,15,996.4,1001.2,45,1.6,27.4,92,0.1
2016-07-10,16,996.1,1000.9,54.3333333333,1.3,27.2666666667,93,0.1
2016-07-10,17,995.888888889,1000.68888889,57.2222222222,1.1111111111,27.1111111111,93.8888888889,0.0888888889
2016-07-10,18,995.5,1000.3,73,0.7,27,95,0.1
2016-07-10,19,995.466666667,1000.26666667,63,0.7333333333,26.8,95.6666666667,0.0666666667
2016-07-10,20,995.544444444,1000.34444444,70.5555555556,0.8222222222,26.7777777778,95.5555555556,0.0444444444
2016-07-10,21,995.4,1000.2,43,0.8,26.4,97,0
2016-07-10,22,995.7,1000.5,85.6666666667,1,26.7333333333,95.3333333333,0
2016-07-10,23,995.888888889,1000.68888889,123,1.1,26.9888888889,94.1111111111,0.0777777778
2016-07-11,0,996.3,1001.1,171,1.4,27.4,92,0
2016-07-11,1,996.266666667,1001.06666667,197.666666667,1.3,27.5,91.6666666667,0.2333333333
2016-07-11,2,996.088888889,1000.88888889,206.333333333,1.1888888889,27.8777777778,90,0.3111111111
2016-07-11,3,996.2,1001,251,1.1,27.7,91,0.7
2016-07-11,4,995.733333333,1000.53333333,223.666666667,0.9666666667,28.6333333333,86.6666666667,0.4666666667
2016-07-11,5,995.344444444,1000.14444444,195.666666667,1.0666666667,29.2333333333,84,0.3111111111
2016-07-11,6,994.8,999.6,169,0.7,30.5,78,0
2016-07-11,7,994.566666667,999.366666667,139.666666667,1.2666666667,30.4333333333,78.6666666667,0
2016-07-11,8,994.488888889,999.288888889,126.666666667,1.4,30.0555555556,80.6666666667,0.3
2016-07-11,9,994.1,998.9,81,2.4,30.3,80,0
2016-07-11,10,994.333333333,999.133333333,100.666666667,1.6666666667,29.3,84.6666666667,0.9
2016-07-11,11,994.6,999.4,121.111111111,1.3,28.5333333333,88.1111111111,1.2555555556
2016-07-11,12,994.8,999.6,140,0.2,27.3,94,2.7
2016-07-11,13,995.133333333,999.933333333,162,0.5666666667,27,95,1.9666666667
2016-07-11,14,995.2,1000,177.111111111,0.8888888889,26.7888888889,95.6666666667,1.4222222222
2016-07-11,15,995.8,1000.6,206,1.3,26.4,97,0.5
2016-07-11,16,995.333333333,1000.13333333,207.333333333,1.5333333333,26.3666666667,97,0.3333333333
2016-07-11,17,995.111111111,999.911111111,205.444444444,1.6444444444,26.3333333333,97.1111111111,0.2222222222
2016-07-11,18,994.4,999.2,210,2,26.3,97,0
2016-07-11,19,994.666666667,999.466666667,201.666666667,1.8666666667,26.2666666667,97.3333333333,0
2016-07-11,20,995.011111111,999.811111111,210.555555556,1.6666666667,26.3777777778,97.1111111111,0
2016-07-11,21,995.2,1000,185,1.6,26.2,98,0
2016-07-11,22,995.7,1000.5,228.333333333,1.2666666667,26.6,96.6666666667,0
2016-07-11,23,996.011111111,1000.81111111,251.777777778,1.1888888889,27.1333333333,94.7777777778,0.0555555556
2016-07-12,0,996.7,1001.5,315,0.6,27.4,94,0
2016-07-12,1,996.633333333,1001.43333333,298.666666667,1.0333333333,28.2,91,0.1666666667
2016-07-12,2,996.411111111,1001.21111111,275.111111111,1.3111111111,29.2777777778,86.2222222222,0.2222222222
2016-07-12,3,996.5,1001.3,266,1.9,29.8,85,0.5
2016-07-12,4,995.966666667,1000.76666667,228,1.8666666667,31.4333333333,76.6666666667,0.3333333333
2016-07-12,5,995.577777778,1000.37777778,199.666666667,1.9888888889,32.2666666667,72.1111111111,0.2222222222
2016-07-12,6,994.9,999.7,152,1.8,34.7,60,0
2016-07-12,7,994.8,999.6,143,2.2333333333,33.9333333333,63,0
2016-07-12,8,994.844444444,999.644444444,138.888888889,2.3777777778,33.2333333333,65.6666666667,0
2016-07-12,9,994.6,999.4,125,3.1,32.4,69,0
2016-07-12,10,994.933333333,999.733333333,130.666666667,2.6666666667,31.8333333333,71,0
2016-07-12,11,995.211111111,1000.01111111,142.333333333,2.3444444444,31.2555555556,73.5555555556,0
2016-07-12,12,995.6,1000.4,142,1.8,30.7,75,0
2016-07-12,13,995.766666667,1000.56666667,165.666666667,1.7,30.1,78.6666666667,0
2016-07-12,14,995.8,1000.6,181,1.7666666667,29.5777777778,81.8888888889,0
2016-07-12,15,996.1,1000.9,213,1.5,28.9,86,0
2016-07-12,16,995.866666667,1000.66666667,211.666666667,1.9,28.5333333333,88.3333333333,0
2016-07-12,17,995.766666667,1000.56666667,219.666666667,2,28.2555555556,89.7777777778,0
2016-07-12,18,995.4,1000.2,209,2.7,27.8,93,0
2016-07-12,19,995.566666667,1000.36666667,235.666666667,2.2,27.7,92.6666666667,0
2016-07-12,20,995.844444444,1000.64444444,245.111111111,2.0666666667,27.9111111111,91.2222222222,0
2016-07-12,21,995.9,1000.7,289,1.2,27.5,92,0
2016-07-12,22,996.4,1001.2,264,1.8,28.3333333333,88.3333333333,0
2016-07-12,23,996.7,1001.5,250.111111111,2.0555555556,29.3,84.3333333333,0
2016-07-13,0,997.4,1002.2,214,3,30,81,0
2016-07-13,1,997.3,1002.1,222.333333333,2.5666666667,31.2333333333,76.3333333333,0
2016-07-13,2,997.055555556,1001.85555556,225,2.3555555556,32.3,72,0
2016-07-13,3,997.1,1001.9,239,1.7,33.7,67,0
2016-07-13,4,996.566666667,1001.36666667,230.333333333,1.9333333333,34.4333333333,63.3333333333,0
2016-07-13,5,996.266666667,1001.06666667,228.222222222,2.3,34.5,62,0
2016-07-13,6,995.5,1000.3,213,2.4,35.9,56,0
2016-07-13,7,995.666666667,1000.46666667,224,3.0333333333,34.6333333333,59.3333333333,0
2016-07-13,8,996,1000.8,237.777777778,3.1666666667,33.4555555556,63.4444444444,0
2016-07-13,9,996,1000.8,246,4.3,32.1,66,0
2016-07-13,10,996.666666667,1001.46666667,265.333333333,3.4333333333,31.1,71.6666666667,0
2016-07-13,11,997.244444444,1002.04444444,280.777777778,2.7666666667,30.3777777778,75.8888888889,0
2016-07-13,12,998,1002.8,304,1.7,29.1,83,0
2016-07-13,13,998.4,1003.2,311.666666667,1.4333333333,28.9333333333,84.3333333333,0
2016-07-13,14,998.544444444,1003.34444444,304.777777778,1.3111111111,28.7666666667,85.5555555556,0
2016-07-13,15,999.2,1004,327,0.9,28.6,87,0
2016-07-13,16,998.833333333,1003.63333333,291,1.0666666667,28.4333333333,88,0
2016-07-13,17,998.644444444,1003.44444444,267.666666667,1.1888888889,28.2777777778,88.8888888889,0
2016-07-13,18,998.1,1002.9,219,1.4,28.1,90,0
2016-07-13,19,998.266666667,1003.06666667,221,1.4333333333,27.9666666667,90.6666666667,0
2016-07-13,20,998.433333333,1003.23333333,221.888888889,1.5333333333,28.0333333333,90.4444444444,0
2016-07-13,21,998.6,1003.4,225,1.5,27.7,92,0
2016-07-13,22,998.766666667,1003.56666667,223.666666667,1.7333333333,28.1666666667,90,0
2016-07-13,23,998.844444444,1003.64444444,219.888888889,2.1555555556,28.9555555556,86.1111111111,0
2016-07-14,0,999.1,1003.9,221,2.2,29.1,86,0
2016-07-14,1,999,1003.8,212.333333333,3,30.5333333333,78.3333333333,0
2016-07-14,2,998.744444444,1003.54444444,221.888888889,3.3888888889,31.3444444444,73.6666666667,0
2016-07-14,3,998.8,1003.6,195,4.6,33.4,63,0
2016-07-14,4,998.233333333,1003.03333333,241,4.1666666667,32.9666666667,64.3333333333,0
2016-07-14,5,997.944444444,1002.74444444,266.555555556,3.8666666667,32.4444444444,66.4444444444,0
2016-07-14,6,997.1,1001.9,333,3.3,32.1,67,0
2016-07-14,7,997.366666667,1002.16666667,317.666666667,3.2666666667,31.4,70.6666666667,0
2016-07-14,8,997.6,1002.4,295.222222222,2.9777777778,30.7111111111,74.2222222222,0
2016-07-14,9,997.9,1002.7,287,3.2,30,78,0
2016-07-14,10,998.066666667,1002.86666667,250.333333333,2.4,29.3333333333,81.3333333333,0
