,precipitation3,precipitation2,precipitation1,precipitation0,time71,time70,time69,time68,time67,time66,time65,time64,time63,time62,time61,time60,time59,time58,time57,time56,time55,time54,time53,time52,time51,time50,time49,time48,time47,time46,time45,time44,time43,time42,time41,time40,time39,time38,time37,time36,time35,time34,time33,time32,time31,time30,time29,time28,time27,time26,time25,time24,time23,time22,time21,time20,time19,time18,time17,time16,time15,time14,time13,time12,time11,time10,time9,time8,time7,time6,time5,time4,time3,time2,time1,time0,weekday7,weekday6,weekday5,weekday4,weekday3,weekday2,weekday1,weekday0,month2,month1,month0,tollgate_id3,tollgate_id2,tollgate_id1,tollgate_id0,date,direction,has_etc1,holiday_ornot,hour,humidity,model0,model1,model2,model3,model4,model5,model6,model7,month,precipitation,temperature,time,time_start,time_window,tollgate_id,type0,type1,volume,weekday,wind_speed,time_hour,minute
10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,19,0.0,1.0,0.0,1.0,76.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,0.0,22.2,4,2016-09-19 01:20:00,"[2016-09-19 01:40:00,2016-09-19 02:00:00)",2.0,1.0,1.0,0.0,0.0,2.0,1,20
11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,19,0.0,1.0,0.0,2.0,76.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,0.0,22.2,6,2016-09-19 02:00:00,"[2016-09-19 05:00:00,2016-09-19 05:20:00)",2.0,1.0,1.0,0.0,0.0,2.0,2,0
12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,19,0.0,1.0,0.0,2.0,76.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,0.0,22.2,7,2016-09-19 02:20:00,"[2016-09-19 05:00:00,2016-09-19 05:20:00)",2.0,1.0,1.0,0.0,0.0,2.0,2,20
13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,19,0.0,1.0,0.0,2.0,76.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,0.0,22.2,8,2016-09-19 02:40:00,"[2016-09-19 05:00:00,2016-09-19 05:20:00)",2.0,1.0,1.0,0.0,0.0,2.0,2,40
14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,19,0.0,1.0,0.0,3.0,67.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,0.0,24.4,9,2016-09-19 03:00:00,"[2016-09-19 05:00:00,2016-09-19 05:20:00)",2.0,1.0,1.0,0.0,0.0,2.0,3,0
15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,19,0.0,1.0,0.0,3.0,67.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,0.0,24.4,10,2016-09-19 03:20:00,"[2016-09-19 05:00:00,2016-09-19 05:20:00)",2.0,1.0,1.0,0.0,0.0,2.0,3,20
16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,19,0.0,1.0,0.0,3.0,67.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,0.0,24.4,11,2016-09-19 03:40:00,"[2016-09-19 05:00:00,2016-09-19 05:20:00)",2.0,1.0,1.0,0.0,0.0,2.0,3,40
17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,19,0.0,1.0,0.0,4.0,67.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,0.0,24.4,12,2016-09-19 04:00:00,"[2016-09-19 05:00:00,2016-09-19 05:20:00)",2.0,1.0,1.0,0.0,0.0,2.0,4,0
18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,19,0.0,1.0,0.0,4.0,67.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,0.0,24.4,13,2016-09-19 04:20:00,"[2016-09-19 05:00:00,2016-09-19 05:20:00)",2.0,1.0,1.0,0.0,0.0,2.0,4,20
19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,19,0.0,1.0,0.0,4.0,67.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,0.0,24.4,14,2016-09-19 04:40:00,"[2016-09-19 05:00:00,2016-09-19 05:20:00)",2.0,1.0,1.0,0.0,0.0,2.0,4,40
20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,20,0.0,1.0,0.0,0.0,68.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,0.0,21.1,0,2016-09-20 00:00:00,"[2016-09-20 00:20:00,2016-09-20 00:40:00)",2.0,1.0,1.0,0.0,1.0,2.0,0,0
21,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,20,0.0,1.0,0.0,1.0,68.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,0.0,21.1,3,2016-09-20 01:00:00,"[2016-09-20 01:20:00,2016-09-20 01:40:00)",2.0,1.0,1.0,0.0,1.0,2.0,1,0
22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,20,0.0,1.0,0.0,1.0,68.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,0.0,21.1,5,2016-09-20 01:40:00,"[2016-09-20 05:00:00,2016-09-20 05:20:00)",2.0,1.0,1.0,0.0,1.0,2.0,1,40
23,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,20,0.0,1.0,0.0,2.0,68.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,0.0,21.1,6,2016-09-20 02:00:00,"[2016-09-20 05:00:00,2016-09-20 05:20:00)",2.0,1.0,1.0,0.0,1.0,2.0,2,0
24,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,20,0.0,1.0,0.0,2.0,68.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,0.0,21.1,7,2016-09-20 02:20:00,"[2016-09-20 05:00:00,2016-09-20 05:20:00)",2.0,1.0,1.0,0.0,1.0,2.0,2,20
25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,20,0.0,1.0,0.0,2.0,68.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,0.0,21.1,8,2016-09-20 02:40:00,"[2016-09-20 05:00:00,2016-09-20 05:20:00)",2.0,1.0,1.0,0.0,1.0,2.0,2,40
26,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,20,0.0,1.0,0.0,3.0,58.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,0.0,23.9,9,2016-09-20 03:00:00,"[2016-09-20 05:00:00,2016-09-20 05:20:00)",2.0,1.0,1.0,0.0,1.0,2.0,3,0
27,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,20,0.0,1.0,0.0,3.0,58.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,0.0,23.9,10,2016-09-20 03:20:00,"[2016-09-20 05:00:00,2016-09-20 05:20:00)",2.0,1.0,1.0,0.0,1.0,2.0,3,20
28,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,20,0.0,1.0,0.0,3.0,58.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,0.0,23.9,11,2016-09-20 03:40:00,"[2016-09-20 05:00:00,2016-09-20 05:20:00)",2.0,1.0,1.0,0.0,1.0,2.0,3,40
29,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,20,0.0,1.0,0.0,4.0,58.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,0.0,23.9,12,2016-09-20 04:00:00,"[2016-09-20 05:00:00,2016-09-20 05:20:00)",2.0,1.0,1.0,0.0,1.0,2.0,4,0
30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,20,0.0,1.0,0.0,4.0,58.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,0.0,23.9,13,2016-09-20 04:20:00,"[2016-09-20 05:00:00,2016-09-20 05:20:00)",2.0,1.0,1.0,0.0,1.0,2.0,4,20
31,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,20,0.0,1.0,0.0,4.0,58.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,0.0,23.9,14,2016-09-20 04:40:00,"[2016-09-20 05:00:00,2016-09-20 05:20:00)",2.0,1.0,1.0,0.0,1.0,2.0,4,40
32,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,20,0.0,1.0,0.0,22.0,80.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,0.0,18.6,68,2016-09-20 22:40:00,"[2016-09-20 23:00:00,2016-09-20 23:20:00)",2.0,1.0,1.0,0.0,1.0,1.0,22,40
33,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,21,0.0,1.0,0.0,1.0,69.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,0.0,21.7,3,2016-09-21 01:00:00,"[2016-09-21 01:20:00,2016-09-21 01:40:00)",2.0,1.0,1.0,0.0,2.0,1.0,1,0
34,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,21,0.0,1.0,0.0,2.0,69.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,0.0,21.7,6,2016-09-21 02:00:00,"[2016-09-21 05:00:00,2016-09-21 05:20:00)",2.0,1.0,1.0,0.0,2.0,1.0,2,0
35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,21,0.0,1.0,0.0,2.0,69.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,0.0,21.7,7,2016-09-21 02:20:00,"[2016-09-21 05:00:00,2016-09-21 05:20:00)",2.0,1.0,1.0,0.0,2.0,1.0,2,20
36,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,21,0.0,1.0,0.0,2.0,69.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,0.0,21.7,8,2016-09-21 02:40:00,"[2016-09-21 05:00:00,2016-09-21 05:20:00)",2.0,1.0,1.0,0.0,2.0,1.0,2,40
37,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,21,0.0,1.0,0.0,3.0,59.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,0.0,25.2,9,2016-09-21 03:00:00,"[2016-09-21 05:00:00,2016-09-21 05:20:00)",2.0,1.0,1.0,0.0,2.0,2.0,3,0
38,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,21,0.0,1.0,0.0,3.0,59.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,0.0,25.2,10,2016-09-21 03:20:00,"[2016-09-21 05:00:00,2016-09-21 05:20:00)",2.0,1.0,1.0,0.0,2.0,2.0,3,20
39,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,21,0.0,1.0,0.0,3.0,59.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,0.0,25.2,11,2016-09-21 03:40:00,"[2016-09-21 05:00:00,2016-09-21 05:20:00)",2.0,1.0,1.0,0.0,2.0,2.0,3,40
